id,age,wp,SPA,y,a
17,59,1,60,22016.7380151871,1510.9550858298
17,60,0,60,0,1669.9781151257
17,61,0,60,0,276.4500901757
17,62,1,60,30596.2733270607,254.1747170052
17,63,1,60,32013.0265186043,5518.0710987654
17,64,1,60,33737.0535564298,7855.4686992452
17,65,0,60,0,11893.7315777927
17,66,1,60,34479.3834865161,6573.784927702
17,67,0,60,0,11710.9638757734
17,68,1,60,38388.0132349415,1466.7604314599
17,69,1,60,38535.3340691949,6225.8023598648
17,70,0,60,0,10213.6531719852
17,71,1,60,33046.5468424884,435.4917056437
17,72,1,60,33299.0258758334,6147.8013896915
17,73,0,60,0,9293.6871356676
17,74,1,60,33608.183456066,420.7861622871
17,75,1,60,36203.8806066863,8363.8344029479
18,52,1,60,21550.7943624251,281.0714157746
18,53,1,60,22900.6201130463,2159.5017305733
18,54,1,60,21151.4563863147,3372.9713250682
18,55,1,60,20764.4870556639,5867.0846139738
18,56,0,60,0,6425.5150500437
18,57,1,60,18555.582048924,2000.2179021403
18,58,1,60,20530.4072479325,5507.8708395292
18,59,0,60,0,6380.669491105
18,60,0,60,0,262.4360128018
18,61,0,60,0,253.9507037121
18,62,0,60,0,253.8150670936
18,63,0,60,0,253.8128989622
18,64,0,60,0,253.8128643022
18,65,0,60,0,253.8128637466
18,66,0,60,0,315.2194990721
18,67,0,60,0,316.2010765497
18,68,0,60,0,316.216766939
18,69,0,60,0,316.2170177494
18,70,0,60,0,316.2170217536
18,71,0,60,0,316.2170218205
18,72,0,60,0,316.2170218202
18,73,0,60,0,316.3646726597
18,74,0,60,0,316.3670328398
18,75,0,60,0,316.3670705672
19,52,1,60,23558.4557784047,4745.367081989
19,53,1,60,25047.1726929248,5058.1528413913
19,54,1,60,22432.4377086947,5307.4613096216
19,55,1,60,21472.3205895857,5768.6114513916
19,56,1,60,23560.8001625957,6796.4627544837
19,57,1,60,24977.274328799,6124.2842022618
19,58,1,60,26644.9450556413,6151.6640787832
19,59,1,60,28144.3970984322,5661.9534755716
19,60,1,60,34220.3812426741,4414.9956442618
19,61,1,60,30926.0956789155,8147.5619702029
19,62,0,60,0,11615.5915816597
19,63,1,60,33307.7500915321,6891.4304641318
19,64,0,60,0,9437.1357682324
19,65,0,60,0,2690.1323814923
19,66,0,60,0,1232.5352131005
19,67,0,60,0,474.1931894648
19,68,0,60,0,318.5768103398
19,69,0,60,0,316.0893017603
19,70,0,60,0,316.0495392406
19,71,0,60,0,316.0489036441
19,72,0,60,0,316.0488934821
19,73,0,60,0,316.048893318
19,74,0,60,0,316.2474288666
19,75,0,60,0,316.2506024335
20,52,0,60,0,5017.7838465424
20,53,1,60,22599.3345787048,240.6504542758
20,54,1,60,22570.8651065809,1865.7866887327
20,55,1,60,20425.8343873385,2745.93415762
20,56,0,60,0,5995.7236487188
20,57,1,60,21307.8972364347,256.2827010941
20,58,1,60,24135.1588980315,2038.4860365617
20,59,1,60,24173.6316282246,2641.6988864748
20,60,0,60,0,2611.4477800419
20,61,0,60,0,291.4993663577
20,62,0,60,0,254.4152778226
20,63,0,60,0,253.8224932567
20,64,0,60,0,253.813017669
20,65,0,60,0,253.8128661986
20,66,0,60,0,316.8176435531
20,67,0,60,0,317.8247671303
20,68,0,60,0,317.8408658731
20,69,0,60,0,317.8411232104
20,70,0,60,0,317.8411273199
20,71,0,60,0,317.8411273878
20,72,0,60,0,317.8411273866
20,73,0,60,0,317.8411273875
20,74,0,60,0,317.8411273863
20,75,0,60,0,317.8411273871
21,52,1,60,18125.0099242317,163.0481037057
21,53,0,60,0,3321.7749784991
21,54,0,60,0,2018.5637489333
21,55,0,60,0,1195.2954697265
21,56,0,60,0,624.5860007566
21,57,0,60,0,374.9498757229
21,58,0,60,0,213.9542899029
21,59,0,60,0,163.8618328257
21,60,0,60,0,163.0611110645
21,61,0,60,0,252.362208197
21,62,0,60,0,253.789675199
21,63,0,60,0,256.4456539185
21,64,0,60,0,265.6415354568
21,65,0,60,0,408.2394237843
21,66,0,60,0,254.2170074
21,67,0,60,0,251.7549781094
21,68,0,60,0,251.7156228727
21,69,0,60,0,251.7149937994
21,70,0,60,0,251.7149837332
21,71,0,60,0,251.7149835711
21,72,0,60,0,251.7216724527
21,73,0,60,0,251.7161098946
21,74,0,60,0,251.7150015711
21,75,0,60,0,251.7149838571
22,52,1,60,17092.5461194519,163.0481038716
22,53,1,60,17876.026916156,2052.9482797362
22,54,0,60,0,4774.8753642465
22,55,1,60,18501.9740910329,1796.6700314711
22,56,0,60,0,4834.3117502944
22,57,1,60,17599.3065332591,237.7176755024
22,58,0,60,0,1386.9103690019
22,59,1,60,16983.5433644917,182.6113906875
22,60,0,60,0,274.3988610369
22,61,0,60,0,266.3416622961
22,62,0,60,0,254.0131350404
22,63,0,60,0,253.9798982423
22,64,0,60,0,255.9594997164
22,65,0,60,0,287.9240890071
22,66,0,60,0,263.6835458237
22,67,0,60,0,263.2960637355
22,68,0,60,0,263.2898698813
22,69,0,60,0,263.2897708732
22,70,0,60,0,263.2897692883
22,71,0,60,0,263.2897692648
22,72,0,60,0,263.299484058
22,73,0,60,0,263.3063528328
22,74,0,60,0,263.2946901018
22,75,0,60,0,263.2907085351
23,52,1,60,21104.5545149749,4008.2723555566
23,53,0,60,0,5608.9370388458
23,54,1,60,20359.6609735359,250.0999649591
23,55,1,60,21869.0795787511,1874.892065867
23,56,1,60,21989.5480976032,1355.2113217952
23,57,1,60,20921.9727970376,2470.722179755
23,58,1,60,21523.7289386095,5261.1682472176
23,59,0,60,0,6380.6694911056
23,60,1,60,28529.1132310866,262.436012785
23,61,0,60,0,5846.6320967705
23,62,0,60,0,1601.82131221
23,63,1,60,28712.3472964594,275.3606121076
23,64,0,60,0,5399.429263062
23,65,0,60,0,1378.2284820036
23,66,0,60,0,664.7733245289
23,67,0,60,0,337.9731849781
23,68,0,60,0,309.4916237327
23,69,0,60,0,309.0363495005
23,70,0,60,0,309.0290719946
23,71,0,60,0,309.0289556622
23,72,0,60,0,309.0289538034
23,73,0,60,0,309.028953773
23,74,0,60,0,309.0289537721
23,75,0,60,0,309.0289537722
24,52,1,60,23526.0561862589,5479.4565340694
24,53,0,60,0,5864.7690977234
24,54,1,60,19790.5529526427,1641.2118401391
24,55,1,60,21467.7220432782,4437.1554014266
24,56,0,60,0,5995.7939251222
24,57,1,60,21869.7838575274,256.2838244522
24,58,1,60,22318.0229906261,1841.4185394944
24,59,1,60,22758.3909762842,752.8083607416
24,60,0,60,0,559.6397379019
24,61,0,60,0,258.7014685063
24,62,0,60,0,253.8910074805
24,63,0,60,0,253.8141128595
24,64,0,60,0,253.8128837067
24,65,0,60,0,253.8128640567
24,66,0,60,0,317.1702095042
24,67,0,60,0,318.1829688385
24,68,0,60,0,318.19915767
24,69,0,60,0,318.1994164461
24,70,0,60,0,318.1994205819
24,71,0,60,0,318.1994206476
24,72,0,60,0,318.1994206454
24,73,0,60,0,318.1994206472
24,74,0,60,0,318.1994206446
24,75,0,60,0,318.1994206446
25,52,1,60,17972.1847196349,4053.8348168618
25,53,0,60,0,5608.9370387607
25,54,1,60,20185.5266836905,288.7057454813
25,55,1,60,23398.8097800096,1381.9435420631
25,56,1,60,23663.0687960759,1515.5672287637
25,57,1,60,23216.0175874494,1608.7724234644
25,58,1,60,23371.9466274784,1670.4480153414
25,59,1,60,23532.26122478,1629.2478005736
25,60,1,60,29569.5108111914,1862.6515128965
25,61,1,60,34392.8873595443,6636.3525905778
25,62,1,60,34368.898170969,9957.1247531791
25,63,0,60,0,14286.5245316525
25,64,1,60,32105.9591994496,7018.7686174221
25,65,0,60,0,9770.5784535054
25,66,0,60,0,6017.3173720455
25,67,1,60,34729.5672023965,2329.9144646853
25,68,1,60,38124.1560800942,7527.0108930391
25,69,1,60,41233.8776653188,11676.8174180985
25,70,1,60,40550.3965296905,14463.4054229055
25,71,1,60,41312.280328033,16711.3137760733
25,72,1,60,42943.4446167477,19919.3713644386
25,73,1,60,46308.1017231581,25035.3888311087
25,74,1,60,40613.8540893316,28909.2868036024
25,75,1,60,38367.8146947351,32429.0497075488
26,52,1,60,29923.8475862245,3152.2035869403
26,53,1,60,31972.8443078613,4015.3893565896
26,54,1,60,30705.1151845063,4788.7663553494
26,55,1,60,30401.6668615569,5154.0823174939
26,56,1,60,25710.2318175224,5377.9225262571
26,57,1,60,23294.5697830339,5537.9820832269
26,58,1,60,24697.317926001,5688.4611853526
26,59,1,60,25638.5529013769,5616.0939363366
26,60,0,60,0,5021.6069626281
26,61,1,60,33318.0812974955,330.0254628799
26,62,1,60,34535.0737634552,4257.4155510447
26,63,1,60,33679.8988933558,7994.5614314731
26,64,1,60,33347.3352953416,11199.7715599614
26,65,0,60,0,14427.4756196729
26,66,0,60,0,9912.6266297162
26,67,0,60,0,5953.9159360562
26,68,0,60,0,400.5964824039
26,69,0,60,0,311.8273575908
26,70,0,60,0,310.4083941061
26,71,0,60,0,310.3857121548
26,72,0,60,0,310.2897336197
26,73,0,60,0,310.2881994165
26,74,0,60,0,310.3837908537
26,75,0,60,0,310.3853188708
27,52,0,60,0,2075.1398598937
27,53,1,60,19045.9904740092,911.0210401056
27,54,1,60,20055.8035506662,1911.0686692143
27,55,0,60,0,3837.794610258
27,56,1,60,18463.6835421676,221.7884722379
27,57,0,60,0,3842.023416207
27,58,0,60,0,1924.4809621475
27,59,1,60,18743.5866949032,561.271315422
27,60,0,60,0,308.5857681387
27,61,0,60,0,254.6884018453
27,62,0,60,0,253.8268591089
27,63,1,60,29240.5423622428,253.813087452
27,64,0,60,0,5784.2137034576
27,65,0,60,0,1847.4045443206
27,66,0,60,0,693.8734255083
27,67,0,60,0,342.5408487131
27,68,0,60,0,301.6203079544
27,69,0,60,0,300.9661981677
27,70,0,60,0,300.9557423023
27,71,0,60,0,300.9555751659
27,72,0,60,0,300.9555724964
27,73,0,60,0,300.9555724533
27,74,0,60,0,300.9555724523
27,75,0,60,0,300.9555724501
28,52,1,60,22440.3166067687,5479.4565340683
28,53,1,60,22692.7814986483,5608.9370387623
28,54,1,60,21442.0265736176,5738.1389759876
28,55,1,60,21213.2587079298,7116.0522987229
28,56,0,60,0,7859.9304074312
28,57,1,60,21041.0220905536,286.0818156275
28,58,1,60,21032.9212803258,1691.9020629274
28,59,0,60,0,3243.7383928849
28,60,0,60,0,212.2925570556
28,61,0,60,0,253.1491667731
28,62,0,60,0,253.8022546275
28,63,0,60,0,253.8126941596
28,64,0,60,0,253.8128610311
28,65,0,60,0,253.8128636942
28,66,0,60,0,309.988063969
28,67,0,60,0,310.8860175966
28,68,0,60,0,310.9003712776
28,69,0,60,0,310.9006007225
28,70,0,60,0,310.9006043867
28,71,0,60,0,310.9006044426
28,72,0,60,0,310.9006044477
28,73,0,60,0,310.9006044435
28,74,0,60,0,310.9006044416
28,75,0,60,0,310.9006044447
29,52,1,60,26162.7462128073,6188.3062202592
29,53,1,60,25643.0309822572,6370.016123895
29,54,1,60,25458.1541927588,5738.1389759913
29,55,1,60,26769.8761141079,5877.5884943718
29,56,1,60,27602.1532978136,6005.5696988491
29,57,1,60,30068.0079424832,6133.8223324767
29,58,1,60,29505.8865800892,6133.1028699473
29,59,1,60,28430.8460607353,5548.5645703838
29,60,1,60,34160.3612270697,4311.0020424537
29,61,1,60,35637.6536213467,8035.8565128433
29,62,1,60,38437.3292045354,13221.1748188026
29,63,1,60,34654.1856194456,16830.403969128
29,64,0,60,0,20919.8732117613
29,65,0,60,0,10766.302744868
29,66,0,60,0,7638.1263218468
29,67,0,60,0,5173.6712765672
29,68,0,60,0,3190.4211823398
29,69,0,60,0,1648.8913020443
29,70,0,60,0,641.0875179835
29,71,0,60,0,324.7678058187
29,72,0,60,0,318.3044154715
29,73,0,60,0,318.2010989781
29,74,0,60,0,318.1994474719
29,75,0,60,0,318.1994210738
30,52,1,60,29848.4185941048,25487.1578917781
30,53,1,60,31790.0486667517,26282.8188014198
30,54,1,60,30893.3501776609,27059.3112342262
30,55,1,60,34055.9859738674,27698.5379304671
30,56,1,60,33485.6715468992,28364.9182931291
30,57,1,60,31163.8930580497,28694.807537179
30,58,1,60,31004.2327097273,28378.9245781924
30,59,1,60,32512.5629695698,27626.0981044077
30,60,1,60,37557.3826906867,26714.6586235923
30,61,1,60,39388.6314921123,30466.4344540404
30,62,1,60,40791.8027306147,31732.3704547152
30,63,1,60,39532.3463220688,33004.515699906
30,64,1,60,36798.1565459353,34207.8687889146
30,65,0,60,0,37073.1985197798
30,66,0,60,0,30551.483741426
30,67,0,60,0,25357.0611902397
30,68,0,60,0,20605.6665776103
