id,age,y,spa
8,73,0,60
8,74,0,60
8,75,0,60
9,52,20661.3272861281,60
9,53,0,60
9,54,18450.092795157,60
9,55,20342.2397997135,60
9,56,0,60
9,57,20531.4303166903,60
9,58,21275.1288389023,60
9,59,21065.8446569179,60
9,60,0,60
9,61,0,60
9,62,0,60
9,63,0,60
9,64,0,60
9,65,0,60
9,66,0,60
9,67,0,60
9,68,0,60
9,69,0,60
9,70,0,60
9,71,0,60
9,72,0,60
9,73,0,60
9,74,0,60
9,75,0,60
10,52,20097.1214308101,60
10,53,19483.5557286841,60
10,54,17944.0860766658,60
10,55,0,60
10,56,20213.9914317648,60
10,57,20294.5253551912,60
10,58,22159.9014316995,60
10,59,20316.6381694195,60
10,60,0,60
10,61,0,60
10,62,0,60
10,63,0,60
10,64,0,60
10,65,0,60
10,66,0,60
10,67,0,60
10,68,0,60
10,69,0,60
10,70,0,60
10,71,0,60
10,72,0,60
10,73,0,60
10,74,0,60
10,75,0,60
11,52,0,60
11,53,19089.2849775391,60
11,54,20124.2851325291,60
11,55,18280.4218857668,60
11,56,0,60
11,57,20623.2704224708,60
11,58,21955.567323103,60
11,59,19464.7210194945,60
11,60,0,60
11,61,0,60
11,62,0,60
11,63,0,60
11,64,0,60
11,65,0,60
11,66,0,60
11,67,0,60
11,68,0,60
11,69,0,60
11,70,0,60
11,71,0,60
11,72,0,60
11,73,0,60
11,74,0,60
11,75,0,60
12,52,28259.3676346637,60
12,53,28537.5608063594,60
12,54,26900.5417231049,60
12,55,30725.8075851371,60
12,56,33733.8055075022,60
12,57,32654.9675227296,60
12,58,38735.4582917664,60
12,59,39896.8063470677,60
12,60,48609.3713309225,60
12,61,45466.907868252,60
12,62,44441.2051432162,60
12,63,43366.4243855825,60
12,64,47104.6514651852,60
12,65,43368.0399730191,60
12,66,0,60
12,67,0,60
12,68,0,60
12,69,0,60
12,70,0,60
12,71,0,60
12,72,0,60
12,73,0,60
12,74,39197.204611455,60
12,75,37933.664801859,60
13,52,23518.7157497822,60
13,53,21686.1246657197,60
13,54,21741.1177492497,60
13,55,21873.3015371819,60
13,56,23626.9641667868,60
13,57,22633.0644194582,60
13,58,0,60
13,59,19651.1012672076,60
13,60,0,60
13,61,0,60
13,62,0,60
13,63,0,60
13,64,0,60
13,65,0,60
13,66,0,60
13,67,0,60
13,68,0,60
13,69,0,60
13,70,0,60
13,71,0,60
13,72,0,60
13,73,0,60
13,74,0,60
13,75,0,60
14,52,22167.9817251917,60
14,53,22266.3862456158,60
14,54,22853.0294915556,60
14,55,23011.7119370618,60
14,56,23129.7214859908,60
14,57,24804.2367397565,60
14,58,24020.0034378666,60
14,59,24702.1590704996,60
14,60,32471.7108764045,60
14,61,0,60
14,62,30669.5156290505,60
14,63,33516.779181216,60
14,64,34080.9371121288,60
14,65,0,60
14,66,37969.4193633069,60
14,67,0,60
14,68,0,60
14,69,34239.6421706376,60
14,70,0,60
14,71,0,60
14,72,0,60
14,73,0,60
14,74,0,60
14,75,0,60
15,52,22380.1789208716,60
15,53,24214.4986693213,60
15,54,23042.4997901841,60
15,55,0,60
15,56,22685.1214087747,60
15,57,21028.2925118021,60
15,58,21020.9136109525,60
15,59,0,60
15,60,0,60
15,61,0,60
15,62,0,60
15,63,0,60
15,64,0,60
15,65,0,60
15,66,0,60
15,67,0,60
15,68,0,60
15,69,0,60
15,70,0,60
15,71,0,60
15,72,0,60
15,73,0,60
15,74,0,60
15,75,0,60
16,52,26932.9977826818,60
16,53,25418.4491591172,60
16,54,23518.0035161852,60
16,55,24798.0336910277,60
16,56,25144.7182197424,60
16,57,25519.6458617007,60
16,58,25212.6625246982,60
16,59,28531.8345836571,60
16,60,32426.8105180011,60
16,61,0,60
16,62,32239.9982269574,60
16,63,33693.655301393,60
16,64,32617.4317415764,60
16,65,0,60
16,66,0,60
16,67,0,60
16,68,0,60
16,69,0,60
16,70,36253.0901483164,60
16,71,0,60
16,72,0,60
16,73,37061.7865277942,60
16,74,0,60
16,75,0,60
17,52,0,60
17,53,0,60
17,54,0,60
17,55,0,60
17,56,17886.2573026017,60
17,57,18811.7143526809,60
17,58,19493.5371406891,60
17,59,22016.7380151871,60
17,60,0,60
17,61,0,60
17,62,30596.2733270607,60
17,63,32013.0265186043,60
17,64,33737.0535564298,60
17,65,0,60
17,66,34479.3834865161,60
17,67,0,60
17,68,38388.0132349415,60
17,69,38535.3340691949,60
17,70,0,60
17,71,33046.5468424884,60
17,72,33299.0258758334,60
17,73,0,60
17,74,33608.183456066,60
17,75,36203.8806066863,60
18,52,21550.7943624251,60
18,53,22900.6201130463,60
18,54,21151.4563863147,60
18,55,20764.4870556639,60
18,56,0,60
18,57,18555.582048924,60
18,58,20530.4072479325,60
18,59,0,60
18,60,0,60
18,61,0,60
18,62,0,60
18,63,0,60
18,64,0,60
18,65,0,60
18,66,0,60
18,67,0,60
18,68,0,60
18,69,0,60
18,70,0,60
18,71,0,60
18,72,0,60
18,73,0,60
18,74,0,60
18,75,0,60
19,52,23558.4557784047,60
19,53,25047.1726929248,60
19,54,22432.4377086947,60
19,55,21472.3205895857,60
19,56,23560.8001625957,60
19,57,24977.274328799,60
19,58,26644.9450556413,60
19,59,28144.3970984322,60
19,60,34220.3812426741,60
19,61,30926.0956789155,60
19,62,0,60
19,63,33307.7500915321,60
19,64,0,60
19,65,0,60
19,66,0,60
19,67,0,60
19,68,0,60
19,69,0,60
19,70,0,60
19,71,0,60
19,72,0,60
19,73,0,60
19,74,0,60
19,75,0,60
20,52,0,60
20,53,22599.3345787048,60
20,54,22570.8651065809,60
20,55,20425.8343873385,60
20,56,0,60
20,57,21307.8972364347,60
20,58,24135.1588980315,60
20,59,24173.6316282246,60
20,60,0,60
20,61,0,60
20,62,0,60
20,63,0,60
20,64,0,60
20,65,0,60
20,66,0,60
20,67,0,60
20,68,0,60
20,69,0,60
20,70,0,60
20,71,0,60
20,72,0,60
20,73,0,60
20,74,0,60
20,75,0,60
21,52,18125.0099242317,60
21,53,0,60
21,54,0,60
21,55,0,60
21,56,0,60
21,57,0,60
21,58,0,60
21,59,0,60
21,60,0,60
21,61,0,60
21,62,0,60
21,63,0,60
21,64,0,60
21,65,0,60
21,66,0,60
21,67,0,60
21,68,0,60
21,69,0,60
21,70,0,60
21,71,0,60
21,72,0,60
21,73,0,60
21,74,0,60
21,75,0,60
22,52,17092.5461194519,60
22,53,17876.026916156,60
22,54,0,60
22,55,18501.9740910329,60
22,56,0,60
22,57,17599.3065332591,60
22,58,0,60
22,59,16983.5433644917,60
22,60,0,60
22,61,0,60
22,62,0,60
22,63,0,60
22,64,0,60
22,65,0,60
22,66,0,60
22,67,0,60
22,68,0,60
22,69,0,60
22,70,0,60
22,71,0,60
22,72,0,60
22,73,0,60
22,74,0,60
22,75,0,60
23,52,21104.5545149749,60
23,53,0,60
23,54,20359.6609735359,60
23,55,21869.0795787511,60
23,56,21989.5480976032,60
23,57,20921.9727970376,60
23,58,21523.7289386095,60
23,59,0,60
23,60,28529.1132310866,60
23,61,0,60
23,62,0,60
23,63,28712.3472964594,60
23,64,0,60
23,65,0,60
23,66,0,60
23,67,0,60
23,68,0,60
23,69,0,60
23,70,0,60
23,71,0,60
23,72,0,60
23,73,0,60
23,74,0,60
23,75,0,60
24,52,23526.0561862589,60
24,53,0,60
24,54,19790.5529526427,60
24,55,21467.7220432782,60
24,56,0,60
24,57,21869.7838575274,60
24,58,22318.0229906261,60
24,59,22758.3909762842,60
24,60,0,60
24,61,0,60
24,62,0,60
24,63,0,60
24,64,0,60
24,65,0,60
24,66,0,60
24,67,0,60
24,68,0,60
24,69,0,60
24,70,0,60
24,71,0,60
24,72,0,60
24,73,0,60
24,74,0,60
24,75,0,60
25,52,17972.1847196349,60
25,53,0,60
25,54,20185.5266836905,60
25,55,23398.8097800096,60
25,56,23663.0687960759,60
25,57,23216.0175874494,60
25,58,23371.9466274784,60
25,59,23532.26122478,60
25,60,29569.5108111914,60
25,61,34392.8873595443,60
25,62,34368.898170969,60
25,63,0,60
25,64,32105.9591994496,60
25,65,0,60
25,66,0,60
25,67,34729.5672023965,60
25,68,38124.1560800942,60
25,69,41233.8776653188,60
25,70,40550.3965296905,60
25,71,41312.280328033,60
25,72,42943.4446167477,60
25,73,46308.1017231581,60
25,74,40613.8540893316,60
25,75,38367.8146947351,60
26,52,29923.8475862245,60
26,53,31972.8443078613,60
26,54,30705.1151845063,60
26,55,30401.6668615569,60
26,56,25710.2318175224,60
26,57,23294.5697830339,60
26,58,24697.317926001,60
26,59,25638.5529013769,60
26,60,0,60
26,61,33318.0812974955,60
26,62,34535.0737634552,60
26,63,33679.8988933558,60
26,64,33347.3352953416,60
26,65,0,60
26,66,0,60
26,67,0,60
26,68,0,60
26,69,0,60
26,70,0,60
26,71,0,60
26,72,0,60
26,73,0,60
26,74,0,60
26,75,0,60
27,52,0,60
27,53,19045.9904740092,60
27,54,20055.8035506662,60
27,55,0,60
27,56,18463.6835421676,60
27,57,0,60
27,58,0,60
27,59,18743.5866949032,60
27,60,0,60
27,61,0,60
27,62,0,60
27,63,29240.5423622428,60
27,64,0,60
27,65,0,60
27,66,0,60
27,67,0,60
27,68,0,60
27,69,0,60
27,70,0,60
27,71,0,60
27,72,0,60
27,73,0,60
27,74,0,60
27,75,0,60
28,52,22440.3166067687,60
28,53,22692.7814986483,60
28,54,21442.0265736176,60
28,55,21213.2587079298,60
28,56,0,60
28,57,21041.0220905536,60
28,58,21032.9212803258,60
28,59,0,60
28,60,0,60
28,61,0,60
28,62,0,60
28,63,0,60
28,64,0,60
28,65,0,60
28,66,0,60
28,67,0,60
28,68,0,60
28,69,0,60
28,70,0,60
28,71,0,60
28,72,0,60
28,73,0,60
28,74,0,60
28,75,0,60
29,52,26162.7462128073,60
29,53,25643.0309822572,60
29,54,25458.1541927588,60
29,55,26769.8761141079,60
29,56,27602.1532978136,60
29,57,30068.0079424832,60
29,58,29505.8865800892,60
29,59,28430.8460607353,60
29,60,34160.3612270697,60
29,61,35637.6536213467,60
29,62,38437.3292045354,60
29,63,34654.1856194456,60
29,64,0,60
29,65,0,60
29,66,0,60
29,67,0,60
29,68,0,60
29,69,0,60
29,70,0,60
29,71,0,60
29,72,0,60
29,73,0,60
29,74,0,60
29,75,0,60
30,52,29848.4185941048,60
30,53,31790.0486667517,60
30,54,30893.3501776609,60
30,55,34055.9859738674,60
30,56,33485.6715468992,60
30,57,31163.8930580497,60
30,58,31004.2327097273,60
30,59,32512.5629695698,60
30,60,37557.3826906867,60
30,61,39388.6314921123,60
30,62,40791.8027306147,60
30,63,39532.3463220688,60
30,64,36798.1565459353,60
30,65,0,60
30,66,0,60
30,67,0,60
30,68,0,60
30,69,0,60
30,70,0,60
30,71,0,60
30,72,0,60
30,73,0,60
30,74,0,60
30,75,0,60
31,52,0,60
31,53,0,60
31,54,19044.9468786744,60
31,55,0,60
31,56,20222.5473869025,60
31,57,22719.4332306066,60
31,58,21620.7079214568,60
31,59,0,60
31,60,0,60
31,61,0,60
31,62,0,60
31,63,0,60
31,64,0,60
31,65,0,60
31,66,0,60
31,67,0,60
31,68,0,60
31,69,0,60
31,70,0,60
31,71,0,60
31,72,0,60
31,73,0,60
31,74,0,60
31,75,0,60
32,52,0,60
32,53,0,60
32,54,0,60
32,55,0,60
32,56,17930.0260919296,60
32,57,0,60
32,58,0,60
32,59,0,60
32,60,0,60
32,61,0,60
32,62,0,60
32,63,0,60
32,64,0,60
32,65,0,60
32,66,0,60
32,67,0,60
32,68,0,60
32,69,0,60
32,70,0,60
32,71,0,60
32,72,0,60
32,73,0,60
32,74,0,60
32,75,0,60
33,52,29873.0561267325,60
33,53,30141.1607260525,60
33,54,30005.8179811276,60
33,55,31109.4765040457,60
33,56,28510.2057783992,60
33,57,27274.2749410613,60
33,58,0,60
33,59,27761.47150572,60
33,60,0,60
33,61,30923.5807957956,60
33,62,30645.9323915952,60
33,63,0,60
33,64,30685.3860199386,60
33,65,0,60
33,66,0,60
33,67,0,60
33,68,0,60
33,69,0,60
33,70,38538.9367063132,60
33,71,43247.6045363789,60
33,72,43645.1484735436,60
33,73,43492.5575505182,60
33,74,46904.1132543012,60
33,75,47068.9977821246,60
34,52,0,60
34,53,0,60
34,54,0,60
34,55,0,60
34,56,0,60
34,57,0,60
34,58,0,60
34,59,17178.4020127309,60
34,60,0,60
34,61,0,60
34,62,0,60
34,63,0,60
34,64,0,60
34,65,0,60
34,66,0,60
34,67,0,60
34,68,0,60
34,69,0,60
34,70,0,60
34,71,0,60
34,72,0,60
34,73,0,60
34,74,0,60
34,75,0,60
35,52,0,60
35,53,0,60
35,54,0,60
35,55,0,60
35,56,0,60
35,57,0,60
35,58,0,60
35,59,0,60
35,60,0,60
35,61,0,60
35,62,0,60
35,63,0,60
35,64,0,60
35,65,0,60
35,66,0,60
35,67,0,60
35,68,0,60
35,69,0,60
35,70,0,60
35,71,0,60
35,72,0,60
35,73,0,60
35,74,0,60
35,75,0,60
36,52,18640.9441772844,60
36,53,19854.6266303245,60
36,54,19831.2459898694,60
36,55,19761.1936469965,60
36,56,0,60
36,57,0,60
36,58,19473.4046804403,60
36,59,19409.8773051962,60
36,60,0,60
36,61,0,60
36,62,0,60
36,63,0,60
36,64,0,60
36,65,0,60
36,66,0,60
36,67,0,60
36,68,0,60
36,69,0,60
36,70,0,60
36,71,0,60
36,72,0,60
36,73,0,60
36,74,0,60
36,75,0,60
37,52,27140.1332091904,60
37,53,28282.7092877409,60
37,54,30763.6906908718,60
37,55,29310.2680630477,60
37,56,32865.3203920581,60
37,57,28663.6257094505,60
37,58,27005.7697573624,60
37,59,23893.0854418278,60
37,60,30639.6588573266,60
37,61,0,60
37,62,0,60
37,63,30184.729317232,60
37,64,0,60
37,65,0,60
37,66,0,60
37,67,0,60
37,68,0,60
37,69,0,60
37,70,0,60
37,71,0,60
37,72,0,60
37,73,0,60
37,74,0,60
37,75,0,60
38,52,21252.4481483803,60
38,53,21051.5447242435,60
38,54,0,60
38,55,20247.4914139722,60
38,56,0,60
38,57,20079.8243126115,60
38,58,21566.7795897759,60
38,59,21292.0260959765,60
38,60,0,60
38,61,0,60
38,62,28866.5796164787,60
38,63,0,60
38,64,29531.3579567368,60
38,65,0,60
38,66,0,60
38,67,0,60
38,68,0,60
38,69,0,60
38,70,0,60
38,71,0,60
38,72,0,60
38,73,0,60
38,74,0,60
38,75,0,60
39,52,28460.5688660835,60
39,53,26154.2505641451,60
39,54,0,60
39,55,21751.7300949492,60
39,56,24364.0335684161,60
39,57,24257.8186098325,60
39,58,23686.8062342417,60
39,59,24567.5722390999,60
39,60,29899.5203640678,60
39,61,0,60
39,62,31245.674704836,60
39,63,0,60
39,64,0,60
39,65,0,60
39,66,0,60
39,67,0,60
39,68,0,60
39,69,0,60
39,70,0,60
39,71,38214.0033930633,60
39,72,0,60
39,73,37223.1141702726,60
39,74,0,60
39,75,39214.8168179839,60
40,52,0,60
40,53,0,60
40,54,0,60
40,55,0,60
40,56,0,60
40,57,0,60
40,58,0,60
40,59,0,60
40,60,0,60
40,61,0,60
40,62,0,60
40,63,0,60
40,64,0,60
40,65,0,60
40,66,0,60
40,67,0,60
40,68,0,60
40,69,0,60
40,70,0,60
40,71,0,60
40,72,0,60
40,73,0,60
40,74,0,60
40,75,0,60
41,52,32890.1909805212,60
41,53,29995.6040622863,60
41,54,28981.5584893135,60
41,55,31888.4034939733,60
41,56,35273.8535125281,60
41,57,30531.0901624125,60
41,58,0,60
41,59,27072.63403652,60
41,60,33759.2144784359,60
41,61,0,60
41,62,0,60
41,63,0,60
41,64,0,60
41,65,0,60
41,66,0,60
41,67,0,60
41,68,0,60
41,69,0,60
41,70,0,60
41,71,0,60
41,72,0,60
41,73,0,60
41,74,0,60
41,75,0,60
42,52,18385.5465248125,60
42,53,19403.9259749145,60
42,54,23713.6686483848,60
42,55,21885.5739906503,60
42,56,24244.0154910487,60
42,57,25948.0661280362,60
42,58,24604.8262077222,60
42,59,20798.6649256236,60
42,60,0,60
42,61,0,60
42,62,28573.0465765617,60
42,63,0,60
42,64,0,60
42,65,0,60
42,66,0,60
42,67,0,60
42,68,0,60
42,69,0,60
42,70,0,60
42,71,0,60
42,72,0,60
42,73,0,60
42,74,0,60
42,75,0,60
43,52,0,60
43,53,17915.9764922423,60
43,54,0,60
43,55,0,60
43,56,0,60
43,57,0,60
43,58,0,60
43,59,0,60
43,60,0,60
43,61,0,60
43,62,0,60
43,63,0,60
43,64,0,60
43,65,0,60
43,66,0,60
43,67,0,60
43,68,0,60
43,69,0,60
43,70,0,60
43,71,0,60
43,72,0,60
43,73,0,60
43,74,0,60
43,75,0,60
44,52,22841.8755343702,60
44,53,20312.6808667406,60
44,54,22882.0324075877,60
44,55,23668.4809029727,60
44,56,0,60
44,57,22626.7971846806,60
44,58,21951.2408465997,60
44,59,22114.0297818378,60
44,60,0,60
44,61,30644.0500559009,60
44,62,0,60
44,63,33350.3878786785,60
44,64,35070.5276691003,60
44,65,0,60
44,66,0,60
44,67,0,60
44,68,0,60
44,69,0,60
44,70,0,60
44,71,0,60
44,72,0,60
44,73,0,60
44,74,0,60
44,75,0,60
45,52,0,60
45,53,18709.9856608647,60
45,54,17884.1500533877,60
45,55,0,60
45,56,0,60
45,57,0,60
45,58,0,60
45,59,17784.8668768675,60
45,60,0,60
45,61,0,60
45,62,0,60
45,63,0,60
45,64,0,60
45,65,0,60
45,66,0,60
45,67,33563.4399324377,60
45,68,0,60
45,69,0,60
45,70,0,60
45,71,34862.1999617764,60
45,72,34184.6853540669,60
45,73,0,60
45,74,33971.6888106564,60
45,75,0,60
46,52,25882.7620372932,60
46,53,24363.7594143597,60
46,54,23093.4444873613,60
46,55,23705.3664678835,60
46,56,24537.041635395,60
46,57,26343.6162247,60
46,58,26019.9420796562,60
46,59,26491.3750147709,60
46,60,35037.6571368019,60
46,61,31051.2402659455,60
46,62,33302.8701609191,60
46,63,34398.1472970381,60
46,64,0,60
46,65,0,60
46,66,0,60
46,67,0,60
46,68,0,60
46,69,0,60
46,70,0,60
46,71,0,60
46,72,0,60
46,73,36563.5853948761,60
46,74,0,60
46,75,37190.3352191271,60
47,52,0,60
47,53,23656.1855979823,60
47,54,26651.7278103597,60
47,55,30475.3828350726,60
47,56,33828.7678459289,60
47,57,31886.3658658713,60
47,58,28612.6098288686,60
47,59,0,60
47,60,36246.4197332516,60
47,61,38597.900826015,60
47,62,41409.7002497938,60
47,63,38338.6131712013,60
47,64,40007.4311189823,60
47,65,0,60
47,66,39280.8471950744,60
47,67,40033.4468813245,60
47,68,0,60
47,69,42523.3130206597,60
47,70,0,60
47,71,41799.7845672201,60
47,72,0,60
47,73,37584.4607248837,60
47,74,0,60
47,75,0,60
48,52,23560.3910945499,60
48,53,24783.7954322066,60
48,54,24213.0943662885,60
48,55,25783.3857099177,60
48,56,23871.8004348088,60
48,57,21948.4744973629,60
48,58,21725.6421354885,60
48,59,22296.5798479376,60
48,60,0,60
48,61,29120.3459772563,60
48,62,0,60
48,63,29294.9612241089,60
48,64,32964.385349681,60
48,65,0,60
48,66,0,60
48,67,39210.6631698759,60
48,68,0,60
48,69,0,60
48,70,0,60
48,71,0,60
48,72,0,60
48,73,0,60
48,74,0,60
48,75,0,60
49,52,25815.728644317,60
49,53,27103.1641511946,60
49,54,27103.5320868153,60
49,55,28028.3773584785,60
49,56,27902.4743075538,60
49,57,0,60
49,58,24743.2085477387,60
49,59,22901.411597707,60
49,60,0,60
49,61,32667.9179796661,60
49,62,32715.0221882387,60
49,63,33374.2284668439,60
49,64,0,60
49,65,0,60
49,66,0,60
49,67,0,60
49,68,0,60
49,69,0,60
49,70,0,60
49,71,0,60
49,72,38321.2880740681,60
49,73,38125.8313245971,60
49,74,0,60
49,75,38113.8104886928,60
50,52,29500.0270068652,60
50,53,31401.9055326903,60
50,54,31972.3858033639,60
50,55,31910.3133240397,60
50,56,30237.94541793,60
50,57,28784.5525971332,60
50,58,28023.1066517445,60
50,59,29246.4975791864,60
50,60,33715.5609205833,60
50,61,0,60
50,62,35132.9950095811,60
50,63,40133.1349912949,60
50,64,37550.7132196067,60
50,65,0,60
50,66,0,60
50,67,0,60
50,68,39855.376603863,60
50,69,0,60
50,70,41297.9874223838,60
50,71,46663.8938990962,60
50,72,46624.79676882,60
50,73,42771.4311546382,60
50,74,0,60
50,75,0,60
51,52,0,60
51,53,0,60
51,54,0,60
51,55,0,60
51,56,18604.0864500137,60
51,57,18259.8968487154,60
51,58,0,60
51,59,21137.0299341413,60
51,60,29670.2589168383,60
51,61,0,60
51,62,29396.5844414809,60
51,63,0,60
51,64,0,60
51,65,0,60
51,66,0,60
51,67,0,60
51,68,0,60
51,69,0,60
51,70,0,60
51,71,0,60
51,72,0,60
51,73,0,60
51,74,0,60
51,75,0,60
52,52,19295.9184266725,60
52,53,0,60
52,54,19420.4002703373,60
52,55,0,60
52,56,18899.1071429321,60
52,57,20154.0357713004,60
52,58,0,60
52,59,0,60
52,60,0,60
52,61,0,60
52,62,0,60
52,63,0,60
52,64,0,60
52,65,0,60
52,66,0,60
52,67,0,60
52,68,0,60
52,69,0,60
52,70,0,60
52,71,0,60
52,72,0,60
52,73,0,60
52,74,0,60
52,75,0,60
53,52,24565.9010399094,60
53,53,26612.7882130223,60
53,54,24979.426168331,60
53,55,24956.5849126756,60
53,56,25792.8093946911,60
53,57,27507.6094898022,60
53,58,26535.512456007,60
53,59,28946.748556458,60
53,60,32531.7403574696,60
53,61,0,60
53,62,31786.822780345,60
53,63,32792.3817674606,60
53,64,0,60
53,65,0,60
53,66,0,60
53,67,0,60
53,68,0,60
53,69,0,60
53,70,0,60
53,71,0,60
53,72,0,60
53,73,0,60
53,74,0,60
53,75,0,60
54,52,0,60
54,53,18987.1938276347,60
54,54,0,60
54,55,18414.7402721904,60
54,56,0,60
54,57,19281.6291270024,60
54,58,19654.7924270753,60
54,59,0,60
54,60,0,60
54,61,0,60
54,62,0,60
54,63,0,60
54,64,0,60
54,65,0,60
54,66,0,60
54,67,0,60
54,68,0,60
54,69,0,60
54,70,0,60
54,71,0,60
54,72,0,60
54,73,0,60
54,74,0,60
54,75,0,60
55,52,0,60
55,53,19095.9083619129,60
55,54,0,60
55,55,18973.0430810224,60
55,56,0,60
55,57,20291.9532464832,60
55,58,0,60
55,59,19844.0903497397,60
55,60,0,60
55,61,0,60
55,62,0,60
55,63,0,60
55,64,0,60
55,65,0,60
55,66,0,60
55,67,0,60
55,68,0,60
55,69,0,60
55,70,0,60
55,71,0,60
55,72,0,60
55,73,0,60
55,74,0,60
55,75,0,60
56,52,23423.8153573742,60
56,53,23058.4347953253,60
56,54,22326.0372631809,60
56,55,22756.8413406808,60
56,56,21743.6325060146,60
56,57,19613.2389278248,60
56,58,0,60
56,59,18652.5634314241,60
56,60,0,60
56,61,0,60
56,62,0,60
56,63,0,60
56,64,0,60
56,65,0,60
56,66,0,60
56,67,0,60
56,68,0,60
56,69,0,60
56,70,0,60
56,71,0,60
56,72,0,60
56,73,0,60
56,74,0,60
56,75,0,60
57,52,20409.9837346226,60
57,53,20575.7351414796,60
57,54,20421.3606187268,60
57,55,20613.9911067146,60
57,56,22598.8080626611,60
57,57,24255.2286920145,60
57,58,22307.1383922574,60
57,59,22836.6992418105,60
57,60,0,60
57,61,0,60
57,62,0,60
57,63,0,60
57,64,0,60
57,65,0,60
57,66,0,60
57,67,0,60
57,68,0,60
57,69,0,60
57,70,0,60
57,71,0,60
57,72,0,60
57,73,0,60
57,74,0,60
57,75,0,60
58,52,20703.0279138521,60
58,53,22348.5325241662,60
58,54,23674.311355384,60
58,55,21879.3628901104,60
58,56,21972.7058779208,60
58,57,22267.8762232586,60
58,58,23171.0779948684,60
58,59,23710.4189074913,60
58,60,0,60
58,61,0,60
58,62,0,60
58,63,0,60
58,64,0,60
58,65,0,60
58,66,0,60
58,67,0,60
58,68,0,60
58,69,0,60
58,70,0,60
58,71,0,60
58,72,0,60
58,73,0,60
58,74,0,60
58,75,0,60
59,52,21538.629213339,60
59,53,21267.5441944127,60
59,54,0,60
59,55,22324.1721578036,60
