251,52,1,61
251,53,1,61
251,54,1,61
251,55,1,61
251,56,0,61
251,57,1,61
251,58,1,61
251,59,1,61
251,60,1,61
251,61,1,61
251,62,1,61
251,63,1,61
251,64,1,61
251,65,1,61
251,66,1,61
251,67,1,61
251,68,0,61
251,69,1,61
251,70,1,61
251,71,1,61
251,72,1,61
251,73,0,61
251,74,1,61
251,75,1,61
252,52,1,61
252,53,1,61
252,54,1,61
252,55,1,61
252,56,1,61
252,57,1,61
252,58,1,61
252,59,0,61
252,60,1,61
252,61,0,61
252,62,0,61
252,63,1,61
252,64,1,61
252,65,1,61
252,66,1,61
252,67,0,61
252,68,1,61
252,69,0,61
252,70,0,61
252,71,1,61
252,72,0,61
252,73,1,61
252,74,1,61
252,75,1,61
253,52,1,61
253,53,1,61
253,54,0,61
253,55,1,61
253,56,1,61
253,57,0,61
253,58,0,61
253,59,1,61
253,60,1,61
253,61,1,61
253,62,1,61
253,63,1,61
253,64,1,61
253,65,1,61
253,66,1,61
253,67,0,61
253,68,1,61
253,69,0,61
253,70,1,61
253,71,1,61
253,72,1,61
253,73,0,61
253,74,1,61
253,75,1,61
254,52,1,61
254,53,1,61
254,54,1,61
254,55,1,61
254,56,1,61
254,57,0,61
254,58,1,61
254,59,1,61
254,60,0,61
254,61,1,61
254,62,0,61
254,63,1,61
254,64,1,61
254,65,1,61
254,66,1,61
254,67,1,61
254,68,1,61
254,69,1,61
254,70,1,61
254,71,1,61
254,72,1,61
254,73,1,61
254,74,0,61
254,75,0,61
255,52,1,61
255,53,1,61
255,54,1,61
255,55,1,61
255,56,0,61
255,57,1,61
255,58,1,61
255,59,1,61
255,60,1,61
255,61,1,61
255,62,1,61
255,63,1,61
255,64,1,61
255,65,1,61
255,66,1,61
255,67,1,61
255,68,1,61
255,69,1,61
255,70,1,61
255,71,1,61
255,72,0,61
255,73,1,61
255,74,1,61
255,75,1,61
256,52,1,61
256,53,1,61
256,54,1,61
256,55,0,61
256,56,1,61
256,57,0,61
256,58,1,61
256,59,1,61
256,60,1,61
256,61,1,61
256,62,1,61
256,63,1,61
256,64,1,61
256,65,1,61
256,66,1,61
256,67,1,61
256,68,1,61
256,69,0,61
256,70,1,61
256,71,0,61
256,72,1,61
256,73,0,61
256,74,1,61
256,75,1,61
257,52,1,61
257,53,1,61
257,54,0,61
257,55,1,61
257,56,1,61
257,57,0,61
257,58,1,61
257,59,1,61
257,60,1,61
257,61,1,61
257,62,1,61
257,63,0,61
257,64,0,61
257,65,1,61
257,66,1,61
257,67,0,61
257,68,1,61
257,69,1,61
257,70,1,61
257,71,0,61
257,72,1,61
257,73,0,61
257,74,1,61
257,75,1,61
258,52,1,61
258,53,1,61
258,54,1,61
258,55,1,61
258,56,1,61
258,57,1,61
258,58,1,61
258,59,1,61
258,60,0,61
258,61,1,61
258,62,1,61
258,63,1,61
258,64,1,61
258,65,1,61
258,66,0,61
258,67,1,61
258,68,1,61
258,69,1,61
258,70,1,61
258,71,0,61
258,72,0,61
258,73,1,61
258,74,1,61
258,75,1,61
259,52,1,61
259,53,1,61
259,54,1,61
259,55,1,61
259,56,1,61
259,57,1,61
259,58,0,61
259,59,1,61
259,60,1,61
259,61,1,61
259,62,1,61
259,63,1,61
259,64,1,61
259,65,1,61
259,66,1,61
259,67,1,61
259,68,0,61
259,69,1,61
259,70,1,61
259,71,1,61
259,72,0,61
259,73,1,61
259,74,1,61
259,75,0,61
260,52,1,61
260,53,1,61
260,54,1,61
260,55,1,61
260,56,1,61
260,57,1,61
260,58,1,61
260,59,1,61
260,60,1,61
260,61,1,61
260,62,1,61
260,63,1,61
260,64,1,61
260,65,1,61
260,66,1,61
260,67,1,61
260,68,1,61
260,69,1,61
260,70,0,61
260,71,1,61
260,72,1,61
260,73,0,61
260,74,0,61
260,75,0,61
261,52,0,61
261,53,1,61
261,54,1,61
261,55,1,61
261,56,1,61
261,57,1,61
261,58,1,61
261,59,1,61
261,60,0,61
261,61,1,61
261,62,1,61
261,63,1,61
261,64,1,61
261,65,0,61
261,66,0,61
261,67,1,61
261,68,1,61
261,69,1,61
261,70,1,61
261,71,1,61
261,72,1,61
261,73,1,61
261,74,1,61
261,75,1,61
262,52,1,61
262,53,1,61
262,54,0,61
262,55,1,61
262,56,1,61
262,57,1,61
262,58,0,61
262,59,1,61
262,60,1,61
262,61,1,61
262,62,1,61
262,63,1,61
262,64,1,61
262,65,1,61
262,66,1,61
262,67,1,61
262,68,0,61
262,69,0,61
262,70,1,61
262,71,0,61
262,72,0,61
262,73,1,61
262,74,1,61
262,75,1,61
263,52,1,61
263,53,0,61
263,54,1,61
263,55,1,61
263,56,1,61
263,57,1,61
263,58,0,61
263,59,1,61
263,60,1,61
263,61,1,61
263,62,1,61
263,63,1,61
263,64,0,61
263,65,0,61
263,66,1,61
263,67,1,61
263,68,1,61
263,69,1,61
263,70,1,61
263,71,1,61
263,72,1,61
263,73,1,61
263,74,1,61
263,75,1,61
264,52,1,61
264,53,0,61
264,54,0,61
264,55,0,61
264,56,1,61
264,57,1,61
264,58,1,61
264,59,0,61
264,60,1,61
